date,agency,subject,message
11/26/22 2:58 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we request EMS for an injured passenger at Shepherd Av.
11/26/22 2:56 AM,NYC,"Update: BX, 6 Train, Delays",Southbound 6 trains are running with delays after we requested NYPD assistance for a person being disruptive aboard a train at Pelham Bay Park.
11/26/22 2:46 AM,NYC,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we request NYPD for a person being disruptive aboard a train at Pelham Bay Park.
11/26/22 2:29 AM,NYC,"Update: BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we moved a train that had its brakes activated at Newkirk Plaza.
11/26/22 2:27 AM,NYC,"Update: BKLYN, Q Train, Delays",Correction: Northbound Q trains are delayed while we investigate why a train's brakes were activated at Newkirk Plaza.
11/26/22 2:24 AM,NYC,"BKLYN, Q Train, Delays",Southbound Q trains are delayed while we investigate why a train's brakes were activated at Newkirk Plaza.
11/26/22 1:49 AM,NYC,"Update: BKLYN, A Train, Delays",Northbound A trains are running with delays after we addressed a signal malfunction at Lafayette Av.
11/26/22 1:46 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are delayed while we address a signal malfunction at Lafayette Av.
11/26/22 1:24 AM,NYC,"MANH, A and E Trains, Delays",Southbound A/E trains are running with delays after we moved a train that had its brakes activated near 23 St.
Menu,Menu,Menu,Menu
...11121314151617181920...  Page size:  select  3025 items in 61 pages,...11121314151617181920...  Page size:  select  3025 items in 61 pages,...11121314151617181920...  Page size:  select  3025 items in 61 pages,...11121314151617181920...  Page size:  select  3025 items in 61 pages
11/26/22 1:07 AM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are running with delays after we requested EMS assistance for a person in need at South Ferry.
11/26/22 12:24 AM,NYC,"Update: BKLYN, N and R Trains, Delays",Southbound N/R trains are running with delays after we requested EMS for someone in need of assistance on a train at 59 St. Southbound N trains have resumed making scheduled stops from 36 St to Coney Island-Stillwell Av.
11/26/22 12:18 AM,NYC,"Update: BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while we request EMS for someone in need of assistance on a train at 59 St. Some southbound N trains are running on the D line from 36 St to Coney Island-Stillwell Av. Listen for train crew announcements at 36 St to hear if your train will be rerouted.
11/26/22 12:12 AM,NYC,"Update: BKLYN, 2 Train, Delays",Northbound 2 trains are running with delays after we removed a train car in need of cleaning from service at Newkirk Av-Little Haiti.
11/26/22 12:11 AM,NYC,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while we request EMS for someone in need of assistance on a train at 59 St.
11/26/22 12:07 AM,NYC,"SI, SIR Train, Boarding Change","On Saturday, November 26th from 7AM-7PM SIR trains from Jefferson Av to Old Town will board at the Tottenville-bound platform. Boarding change includes Jefferson Av, Dongan Hills, and Old Town stations. What's Happening? Scheduled maintenance"
11/26/22 12:07 AM,NYC,"BKLYN, 2 Train, Delays",Northbound 2 trains are delayed while we remove a train car in need of cleaning from service at Newkirk Av-Little Haiti.
11/26/22 12:01 AM,NYC,"Update: MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at 14 St-Union Sq.
11/25/22 11:53 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we request NYPD assistance for someone being disruptive on a train at 14 St-Union Sq.
11/25/22 11:37 PM,NYC,"Update: BKLYN, Q Train, Delays",Northbound Q trains are running with delays after NYPD responded to a person being disruptive on a train at Atlantic Av-Barclays Ctr.
11/25/22 11:35 PM,NYC,"SI, SIR Train, Delays",SIR trains are running with delays in both directions after we removed a tree from the tracks near Dongan Hills.
11/25/22 11:30 PM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are delayed while we request NYPD assistance for a person being disruptive on a train at Atlantic Av-Barclays Ctr.
11/25/22 11:27 PM,NYC,"Update: MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we removed a train car in need of cleaning from service at Brooklyn Bridge-City Hall.
11/25/22 11:17 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train car in need of cleaning from service at Brooklyn Bridge-City Hall.
11/25/22 10:24 PM,NYC,"Update: MANH, A Train, Delays",A trains are running with delays in both directions after we moved a train that had its brakes activated at 168 St.
11/25/22 10:04 PM,NYC,"MANH, A Train, Delays",Northbound A trains are delayed while we investigate what caused a train's brakes to be activated at 168 St.
11/25/22 10:04 PM,NYC,"MANH, C Train, Delays",Southbound C trains are running with delays after we addressed a mechanical problem on a train at 145 St.
11/25/22 7:53 PM,NYC,"Update: BKLYN, 2 and 5 Trains, Delays",Northbound 2/5 trains are running with delays after we moved a train that had its brakes activated at Winthrop St.
11/25/22 7:42 PM,NYC,"BKLYN, 2 and 5 Trains, Delays",Northbound 2/5 trains are delayed while we investigate why a train's brakes activated at Winthrop St.
11/25/22 6:49 PM,NYC,"SI, SIR Train, Trip not running.",The 7:31 PM SIR trip from St George to Tottenville will not run. The 7:33 PM SIR trip from St George to Tottenville will instead make all local stops. We are running as much service as we can with the train crews we have available.
11/25/22 6:17 PM,NYC,"Update: BX, 2 and 5 Trains, Delays",Northbound 2/5 trains are running with delays after NYPD removed a person being disruptive at Jackson Av. Northbound 2/5 trains have resumed regular service.
11/25/22 5:59 PM,NYC,"BX, 2 and 5 Trains, Local to Express","Northbound 2/5 trains are running express from 3 Av-149 St to E 180 St. If your stop is skipped, take a southbound train. NYPD is responding to a passenger being disruptive at Jackson Av."
11/25/22 5:02 PM,NYC,"Update: BKLYN, Franklin Av S Train, Delays",FS trains are running with delays in both directions after our crews addressed a switch malfunction at Botanic Garden.
11/25/22 4:55 PM,NYC,"QNS, F Train, Delays",Southbound F trains are running with delays after we removed a train with a mechanical problem from service at Parsons Blvd.
11/25/22 4:51 PM,NYC,"BKLYN, Franklin Av S Train, Delays","There is limited FS trains service in both directions while our crews address a switch malfunction at Botanic Garden. As an alternative, consider taking a B48 or B49 bus."
11/25/22 3:58 PM,NYC,"BKLYN, F Train, Delays",Southbound F trains are running with delays with after we removed a train with a mechanical problem from service at Avenue U.
11/25/22 3:48 PM,NYC,"BKLYN, N and R Trains, Delays",Northbound N/R trains are delayed while we investigate why a train's brakes were activated at Atlantic Av-Barclays Ctr.
11/25/22 3:26 PM,NYC,"Update: BKLYN, Franklin Av S Train, Suspended","FS trains are suspended in both directions while our crews address a switch malfunction at Botanic Garden. As an alternative, consider taking a B48 or B49 bus."
11/25/22 3:08 PM,NYC,"BKLYN, Franklin Av S Train, Delays",FS trains are delayed in both directions while our crews address a switch malfunction at Botanic Garden.
11/25/22 2:33 PM,NYC,"Update: MANH, A Train, Delays",Southbound A trains are running with delays after we moved a work train with a mechanical problem near Dyckman St.
11/25/22 2:05 PM,NYC,"MANH, A Train, Delays",A trains are delayed in both directions while we work to move a work train with a mechanical problem near Dyckman St.
11/25/22 1:59 PM,NYC,"Update: MANH, 3 Train, Delays",3 trains are running with delays in both directions after NYPD assisted with a person being disruptive on a train at Harlem-148 St.
11/25/22 1:20 PM,NYC,"BKLYN, C Train, Delays",Northbound C trains are running with delays after we requested EMS assistance for a person in need at Franklin Av.
11/25/22 1:14 PM,NYC,"MANH, 3 Train, Delays",3 trains are delayed entering and leaving Harlem-148 St while we request NYPD assistance with a person being disruptive on a train at that station.
11/25/22 12:55 PM,NYC,"MANH, 4, 5, and 6 Trains, Delays",Northbound 4/5/6 trains are running with delays after EMS assisted a person in need at Grand Central-42 St. Northbound 4/5 trains have resumed making express stops from 14 St-Union Sq to 125 St.
11/25/22 12:40 PM,NYC,"Update: MANH, 4, 5, and 6 Trains, Multiple Changes","Northbound 4/5 trains are running on the local track from 14 St-Union Sq to 125 St while we request EMS assistance for a person at Grand Central-42 St. At 59 St and 86 St, northbound 4/5 trains will arrive on the upper level local platform. You may wait longer for a northbound 6 train while they share the track with rerouted trains."
11/25/22 12:33 PM,NYC,"Update: MANH, 1 Train, Delays",Northbound 1 trains are running with delays after we removed a train with a mechanical problem from service at 72 St.
11/25/22 12:33 PM,NYC,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we request EMS assistance with a person in need at Grand Central-42 St.
11/25/22 12:31 PM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while we remove a train with a mechanical problem from service at 72 St.
11/25/22 11:50 AM,NYC,"Update: MANH, A Train, Delays",Northbound A trains are running with delays after NYPD removed a person being disruptive from a train at W 4 St-Wash Sq. Northbound A trains have resumed making express stops from Canal St to 59 St-Columbus Circle.
11/25/22 11:47 AM,NYC,"MANH, A, C, and E Trains, Multiple Changes","Northbound A trains are running on the local track from Canal St to 59 St-Columbus Circle while NYPD responds to a person being disruptive at W 4 St-Wash Sq At 34 St-Penn Station, northbound A trains will arrive on the local platform. You may wait longer for a northbound C/E train while they share the tracks with rerouted trains."
11/25/22 11:39 AM,NYC,"Update: BKLYN, F and G Trains, Delays",Southbound F/G trains are running with delays after we addressed a door problem on a train at Bergen St.
11/25/22 11:20 AM,NYC,"BKLYN, F and G Trains, Delays",Southbound F/G trains are delayed while we troubleshoot a door problem on a train at Bergen St.
11/25/22 10:53 AM,NYC,"Update: BKLYN, MANH, L Train, Delays",L trains are running with delays in both directions after we moved a train with a mechanical problem at Halsey St. Trains have resumed making normal stops between Canarsie-Rockaway Pkwy and 8 Av.
11/25/22 10:49 AM,NYC,"Update: MANH, A and C Trains, Delays",Southbound A/C trains are running with delays after we moved a train that had its brakes activated at Fulton St. Trains have resumed making normal stops from W 4 St-Wash Sq to Jay St-MetroTech.
11/25/22 10:43 AM,NYC,"Update: BKLYN, MANH, A and C Trains, Trains Rerouted","Southbound A/C trains run on the F line from W 4 St-Wash Sq to Jay St-MetroTech. We're investigating what activated a train's brakes at Fulton St. Alternatives: For service to Spring St, Canal St, Chambers St, Fulton St, or High St, transfer at Jay St-MetroTech to a northbound A/C train. For service from these stations, take a northbound A/C train to W 4 St-Wash Sq. Additional Service Changes: Southbound A trains are running on the local track from 59 St-Columbus Circle to W 4 St-Wash Sq. Board/exit southbound A trains on the downtown local track at 34 St-Penn Station."
11/25/22 10:34 AM,NYC,"MANH, A and C Trains, Delays",Southbound A/C trains are delayed while we investigate what activated a train's brakes at Fulton St.
11/25/22 10:30 AM,NYC,"Update: BX, 1 Train, Delays",1 trains are running with delays after we moved a train with a mechanical problem at 238 St.
11/25/22 10:27 AM,NYC,"BKLYN, MANH, L Train, Delays",Limited L service between Myrtle-Wyckoff Avs and Canarsie. 8 Av-bound trains end at Wilson Av. Canarsie-bound L trains end at Lorimer St. What's Happening: We're troubleshooting a mechanical problem on a train after the train's brakes were activated at Morgan Av and Halsey St.
11/25/22 10:13 AM,NYC,"Update: MANH, B and C Trains, Delays",Northbound B/C trains are running with delays after we removed a train from service to request EMS assistance for the train crew at 125 St.
Menu,Menu,Menu,Menu
...11121314151617181920...  Page size:  select  3025 items in 61 pages,...11121314151617181920...  Page size:  select  3025 items in 61 pages,...11121314151617181920...  Page size:  select  3025 items in 61 pages,...11121314151617181920...  Page size:  select  3025 items in 61 pages
